"applicants","year","row_num","col_num","branch_type","grouping_title","reader_name","grouping_nametag","pct_change_vs_prior_record","academic_rating","non_academic_rating","onetest","rejected","confirm_admit","admit","admit_and_cancel","race_african_american","race_asian","race_hispanic","race_white","race_foreign","race_native_unknown","male","female","catholic","legacy","sibling","athlete","first_generation","public_school","catholic_school","private_school","na_school","science","arts","business","engineering","architecture","status_rotation","rejected_pct","confirm_admit_pct","admit_pct","admit_and_cancel_pct","race_rotation","african_american_pct","asian_pct","hispanic_pct","white_pct","foreign_pct","native_unknown_pct","cohort_rotation","male_pct","female_pct","catholic_pct","legacy_pct","sibling_pct","athlete_pct","first_generation_pct","hs_rotation","public_school_pct","catholic_school_pct","private_school_pct","na_school_pct","college_rotation","science_pct","arts_pct","business_pct","engineering_pct","architecture_pct"
"23",2013,"5.3","1","College","Architecture","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 Architecture - 23 applicants","-0.303030303","11.89130435","9.043478261","1272.173913","15","4","2","2","0","9","8","5","1","0","15","8","13","3","1","0","10","13","4","4","2","0","0","0","0","23","4.0000","0.6522","0.1739","0.0870","0.0870","1.0000","0.0000","0.3913","0.3478","0.2174","0.0435","0.0000","2.0000","0.6522","0.3478","0.5652","0.1304","0.0435","0.0000","0.4348","3.0000","0.5652","0.1739","0.1739","0.0870","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000"
"21",2016,"5.3","1","College","Architecture","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 Architecture - 21 applicants","-0.416666667","12.0952381","9.5","1233.333333","15","1","5","0","0","2","9","8","0","2","10","11","11","2","0","0","5","8","6","3","4","0","0","0","0","21","4.0000","0.7143","0.0476","0.2381","0.0000","1.0000","0.0000","0.0952","0.4286","0.3810","0.0000","0.0952","2.0000","0.4762","0.5238","0.5238","0.0952","0.0000","0.0000","0.2381","3.0000","0.3810","0.2857","0.1429","0.1905","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000"
"585",2013,"5.3","2","College","Arts & Letters","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 Arts & Letters - 585 applicants","0.131528046","12.26239316","8.966666667","1261.452991","479","54","23","29","28","90","203","232","14","18","188","397","366","28","33","3","166","301","170","61","53","0","585","0","0","0","4.0000","0.8188","0.0923","0.0393","0.0496","1.0000","0.0479","0.1538","0.3470","0.3966","0.0239","0.0308","2.0000","0.3214","0.6786","0.6256","0.0479","0.0564","0.0051","0.2838","3.0000","0.5145","0.2906","0.1043","0.0906","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000"
"514",2014,"5.3","2","College","Arts & Letters","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 Arts & Letters - 514 applicants","-0.121367521","11.60894942","8.899805447","1272.276265","411","49","15","39","22","98","149","205","24","16","180","334","315","31","17","7","162","257","145","66","46","0","514","0","0","0","4.0000","0.7996","0.0953","0.0292","0.0759","1.0000","0.0428","0.1907","0.2899","0.3988","0.0467","0.0311","2.0000","0.3502","0.6498","0.6128","0.0603","0.0331","0.0136","0.3152","3.0000","0.5000","0.2821","0.1284","0.0895","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000"
"508",2016,"5.3","2","College","Arts & Letters","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 Arts & Letters - 508 applicants","-0.011673152","11.76476378","8.711614173","1276.377953","432","2","73","1","24","96","180","166","22","20","175","333","336","23","18","2","150","260","154","48","46","0","508","0","0","0","4.0000","0.8504","0.0039","0.1437","0.0020","1.0000","0.0472","0.1890","0.3543","0.3268","0.0433","0.0394","2.0000","0.3445","0.6555","0.6614","0.0453","0.0354","0.0039","0.2953","3.0000","0.5118","0.3031","0.0945","0.0906","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000"
"191",2010,"5.3","3","College","Business","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 Business - 191 applicants","0","11.87696335","9.892670157","1271.151832","154","24","10","3","10","38","38","87","10","8","117","74","115","12","7","4","39","97","70","19","5","0","0","191","0","0","4.0000","0.8063","0.1257","0.0524","0.0157","1.0000","0.0524","0.1990","0.1990","0.4555","0.0524","0.0419","2.0000","0.6126","0.3874","0.6021","0.0628","0.0366","0.0209","0.2042","3.0000","0.5079","0.3665","0.0995","0.0262","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000"
"280",2013,"5.3","3","College","Business","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 Business - 280 applicants","0.465968586","11.40357143","8.705357143","1302.857143","226","25","16","13","12","76","59","118","11","4","167","113","152","18","14","4","60","157","60","46","17","0","0","280","0","0","4.0000","0.8071","0.0893","0.0571","0.0464","1.0000","0.0429","0.2714","0.2107","0.4214","0.0393","0.0143","2.0000","0.5964","0.4036","0.5429","0.0643","0.0500","0.0143","0.2143","3.0000","0.5607","0.2143","0.1643","0.0607","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000"
"315",2016,"5.3","3","College","Business","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 Business - 315 applicants","-0.0625","11.87301587","8.971428571","1282.380952","265","7","43","0","18","62","88","116","9","22","187","128","184","12","15","7","75","167","92","36","20","0","0","315","0","0","4.0000","0.8413","0.0222","0.1365","0.0000","1.0000","0.0571","0.1968","0.2794","0.3683","0.0286","0.0698","2.0000","0.5937","0.4063","0.5841","0.0381","0.0476","0.0222","0.2381","3.0000","0.5302","0.2921","0.1143","0.0635","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000"
"262",2013,"5.3","4","College","Engineering","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 Engineering - 262 applicants","0.832167832","11.32824427","8.824427481","1298.816794","212","23","16","11","11","55","94","83","8","11","166","96","150","6","8","3","94","152","64","23","23","0","0","0","262","0","4.0000","0.8092","0.0878","0.0611","0.0420","1.0000","0.0420","0.2099","0.3588","0.3168","0.0305","0.0420","2.0000","0.6336","0.3664","0.5725","0.0229","0.0305","0.0115","0.3588","3.0000","0.5802","0.2443","0.0878","0.0878","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000"
"250",2014,"5.3","4","College","Engineering","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 Engineering - 250 applicants","-0.045801527","10.616","9.112","1308.08","191","30","7","22","8","49","89","83","9","12","172","78","151","9","9","1","88","158","54","15","23","0","0","0","250","0","4.0000","0.7640","0.1200","0.0280","0.0880","1.0000","0.0320","0.1960","0.3560","0.3320","0.0360","0.0480","2.0000","0.6880","0.3120","0.6040","0.0360","0.0360","0.0040","0.3520","3.0000","0.6320","0.2160","0.0600","0.0920","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000"
"239",2016,"5.3","4","College","Engineering","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 Engineering - 239 applicants","-0.044","10.31799163","8.951882845","1321.380753","184","3","52","0","5","44","92","74","11","13","164","75","155","7","10","1","83","130","69","10","30","0","0","0","239","0","4.0000","0.7699","0.0126","0.2176","0.0000","1.0000","0.0209","0.1841","0.3849","0.3096","0.0460","0.0544","2.0000","0.6862","0.3138","0.6485","0.0293","0.0418","0.0042","0.3473","3.0000","0.5439","0.2887","0.0418","0.1255","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000"
"278",2010,"5.3","5","College","Science","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 Science - 278 applicants","0","10.29316547","9.829136691","1307.589928","182","39","29","28","13","72","76","97","10","10","115","163","180","12","9","4","56","173","72","17","16","278","0","0","0","0","4.0000","0.6547","0.1403","0.1043","0.1007","1.0000","0.0468","0.2590","0.2734","0.3489","0.0360","0.0360","2.0000","0.4137","0.5863","0.6475","0.0432","0.0324","0.0144","0.2014","3.0000","0.6223","0.2590","0.0612","0.0576","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000"
"323",2013,"5.3","5","College","Science","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 Science - 323 applicants","0.161870504","11.33436533","8.70123839","1284.891641","249","33","18","23","8","61","117","118","13","6","134","189","205","9","16","5","88","185","85","28","25","323","0","0","0","0","4.0000","0.7709","0.1022","0.0557","0.0712","1.0000","0.0248","0.1889","0.3622","0.3653","0.0402","0.0186","2.0000","0.4149","0.5851","0.6347","0.0279","0.0495","0.0155","0.2724","3.0000","0.5728","0.2632","0.0867","0.0774","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000"
"421",2016,"5.3","5","College","Science","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 Science - 421 applicants","0.107894737","11.74109264","8.918052257","1258.788599","350","2","69","0","19","64","164","133","22","19","150","271","268","14","13","3","147","263","100","21","37","421","0","0","0","0","4.0000","0.8314","0.0048","0.1639","0.0000","1.0000","0.0451","0.1520","0.3895","0.3159","0.0523","0.0451","2.0000","0.3563","0.6437","0.6366","0.0333","0.0309","0.0071","0.3492","3.0000","0.6247","0.2375","0.0499","0.0879","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000"
